id,Datum,Warengruppe,Umsatz,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode
1708213.0,2017-08-21,3,206.04345319101,,7.0,17.2,15,61
1708214.0,2017-08-21,4,116.218577478867,,7.0,17.2,15,61
1708215.0,2017-08-21,5,317.30654950445,,7.0,17.2,15,61
1708221.0,2017-08-22,1,137.482146234831,,4.0,17.6125,11,
1708222.0,2017-08-22,2,476.178832179405,,4.0,17.6125,11,
1708223.0,2017-08-22,3,184.444297083114,,4.0,17.6125,11,
1708224.0,2017-08-22,4,121.055352670959,,4.0,17.6125,11,
1708225.0,2017-08-22,5,264.929017109264,,4.0,17.6125,11,
1708231.0,2017-08-23,1,146.200693986919,,0.0,19.4375,9,5
1708232.0,2017-08-23,2,429.116714335813,,0.0,19.4375,9,5
1708233.0,2017-08-23,3,217.364001604778,,0.0,19.4375,9,5
1708234.0,2017-08-23,4,111.127810160075,,0.0,19.4375,9,5
1708235.0,2017-08-23,5,291.915768159844,,0.0,19.4375,9,5
1708241.0,2017-08-24,1,161.178424672584,,3.0,19.4875,14,21
1708242.0,2017-08-24,2,422.213771239195,,3.0,19.4875,14,21
1708243.0,2017-08-24,3,198.899809873781,,3.0,19.4875,14,21
1708244.0,2017-08-24,4,81.5352495021915,,3.0,19.4875,14,21
1708245.0,2017-08-24,5,275.774809663247,,3.0,19.4875,14,21
1708251.0,2017-08-25,1,121.67851633637,,3.0,19.7625,13,
1708252.0,2017-08-25,2,442.732011562091,,3.0,19.7625,13,
1708253.0,2017-08-25,3,187.866584876945,,3.0,19.7625,13,
1708254.0,2017-08-25,4,74.8792539023913,,3.0,19.7625,13,
1708255.0,2017-08-25,5,280.842590523046,,3.0,19.7625,13,
1708261.0,2017-08-26,1,175.29635154451,,4.0,19.525,7,0
1708262.0,2017-08-26,2,564.453618112439,,4.0,19.525,7,0
1708263.0,2017-08-26,3,252.88884904238,,4.0,19.525,7,0
1708264.0,2017-08-26,4,84.5048268353206,,4.0,19.525,7,0
1708265.0,2017-08-26,5,339.991828492121,,4.0,19.525,7,0
1708271.0,2017-08-27,1,60.3904195840305,,4.0,19.6625,13,21
1708272.0,2017-08-27,2,555.617737882176,,4.0,19.6625,13,21
1708273.0,2017-08-27,3,213.994278660086,,4.0,19.6625,13,21
1708274.0,2017-08-27,4,88.2407570500263,,4.0,19.6625,13,21
1708275.0,2017-08-27,5,317.500175379358,,4.0,19.6625,13,21
1708281.0,2017-08-28,1,109.862269383009,,4.0,20.5375,5,
1708282.0,2017-08-28,2,375.106401311545,,4.0,20.5375,5,
1708283.0,2017-08-28,3,178.416399044592,,4.0,20.5375,5,
1708284.0,2017-08-28,4,116.448376909258,,4.0,20.5375,5,
1708285.0,2017-08-28,5,231.420492544675,,4.0,20.5375,5,
1708291.0,2017-08-29,1,140.114833354281,,0.0,24.6,9,
1708292.0,2017-08-29,2,394.195226668081,,0.0,24.6,9,
1708293.0,2017-08-29,3,178.168559343469,,0.0,24.6,9,
1708294.0,2017-08-29,4,93.7809909339894,,0.0,24.6,9,
1708295.0,2017-08-29,5,298.71183853668,,0.0,24.6,9,
1708301.0,2017-08-30,1,117.705814678758,,6.0,20.0,11,61
1708302.0,2017-08-30,2,327.159789018683,,6.0,20.0,11,61
1708303.0,2017-08-30,3,146.947497344114,,6.0,20.0,11,61
1708304.0,2017-08-30,4,111.524579913385,,6.0,20.0,11,61
1708305.0,2017-08-30,5,253.839980851605,,6.0,20.0,11,61
1708311.0,2017-08-31,1,110.484249613829,,7.0,14.8875,11,61
1708312.0,2017-08-31,2,340.930337220358,,7.0,14.8875,11,61
1708313.0,2017-08-31,3,157.231550891196,,7.0,14.8875,11,61
1708314.0,2017-08-31,4,71.906687893883,,7.0,14.8875,11,61
1708315.0,2017-08-31,5,240.055669466492,,7.0,14.8875,11,61
1709011.0,2017-09-01,1,134.901921529808,,4.0,17.3,7,61
1709012.0,2017-09-01,2,399.444523250408,,4.0,17.3,7,61
1709013.0,2017-09-01,3,123.595577334164,,4.0,17.3,7,61
1709014.0,2017-09-01,4,82.3556040468453,,4.0,17.3,7,61
1709015.0,2017-09-01,5,288.843756337643,,4.0,17.3,7,61
1709021.0,2017-09-02,1,148.15323696572,,4.0,16.525,8,21
1709022.0,2017-09-02,2,466.967160277238,,4.0,16.525,8,21
1709023.0,2017-09-02,3,195.478091509675,,4.0,16.525,8,21
1709024.0,2017-09-02,4,121.044999862051,,4.0,16.525,8,21
1709025.0,2017-09-02,5,371.251226256219,,4.0,16.525,8,21
1709031.0,2017-09-03,1,55.222134167446,,3.0,17.4,7,0
1709032.0,2017-09-03,2,479.387641035422,,3.0,17.4,7,0
1709033.0,2017-09-03,3,230.466574878987,,3.0,17.4,7,0
1709034.0,2017-09-03,4,134.790944392661,,3.0,17.4,7,0
1709035.0,2017-09-03,5,309.575629675294,,3.0,17.4,7,0
1709041.0,2017-09-04,1,122.215195768898,,0.0,18.2875,10,0
1709042.0,2017-09-04,2,355.94087862583,,0.0,18.2875,10,0
1709043.0,2017-09-04,3,125.119773338597,,0.0,18.2875,10,0
1709044.0,2017-09-04,4,88.5114730873768,,0.0,18.2875,10,0
1709045.0,2017-09-04,5,229.034192472509,,0.0,18.2875,10,0
1709051.0,2017-09-05,1,128.680505002769,,3.0,20.95,6,
1709052.0,2017-09-05,2,386.954024423501,,3.0,20.95,6,
1709053.0,2017-09-05,3,153.695623537961,,3.0,20.95,6,
1709054.0,2017-09-05,4,87.0102739579243,,3.0,20.95,6,
1709055.0,2017-09-05,5,271.36186156384,,3.0,20.95,6,
1709061.0,2017-09-06,1,86.9985590667094,,7.0,18.2,17,63
1709062.0,2017-09-06,2,312.667997301409,,7.0,18.2,17,63
1709063.0,2017-09-06,3,123.268914496336,,7.0,18.2,17,63
1709064.0,2017-09-06,4,76.5335983552829,,7.0,18.2,17,63
1709065.0,2017-09-06,5,205.509650132181,,7.0,18.2,17,63
1709071.0,2017-09-07,1,144.563178397192,,5.0,17.2875,16,21
1709072.0,2017-09-07,2,364.564869565609,,5.0,17.2875,16,21
1709073.0,2017-09-07,3,154.449485786392,,5.0,17.2875,16,21
1709074.0,2017-09-07,4,92.2892966010378,,5.0,17.2875,16,21
1709075.0,2017-09-07,5,286.739307390968,,5.0,17.2875,16,21
1709081.0,2017-09-08,1,129.928072228573,,7.0,14.9375,10,61
1709082.0,2017-09-08,2,369.645285330752,,7.0,14.9375,10,61
1709083.0,2017-09-08,3,125.296889622858,,7.0,14.9375,10,61
1709084.0,2017-09-08,4,88.6683492059348,,7.0,14.9375,10,61
1709085.0,2017-09-08,5,328.038238971674,,7.0,14.9375,10,61
1709091.0,2017-09-09,1,113.451966800961,,7.0,15.025,9,61
1709092.0,2017-09-09,2,416.110856064126,,7.0,15.025,9,61
1709093.0,2017-09-09,3,142.231964848552,,7.0,15.025,9,61
1709094.0,2017-09-09,4,102.169117654378,,7.0,15.025,9,61
1709095.0,2017-09-09,5,309.96940239757,,7.0,15.025,9,61
1709101.0,2017-09-10,1,83.9548556625671,,2.0,17.65,11,0
1709102.0,2017-09-10,2,454.470095911454,,2.0,17.65,11,0
1709103.0,2017-09-10,3,205.693152515455,,2.0,17.65,11,0
1709104.0,2017-09-10,4,123.058047573276,,2.0,17.65,11,0
1709105.0,2017-09-10,5,325.047767160549,,2.0,17.65,11,0
1709111.0,2017-09-11,1,148.173580794396,,3.0,17.8625,11,21
1709112.0,2017-09-11,2,358.793512389578,,3.0,17.8625,11,21
1709113.0,2017-09-11,3,104.204339622872,,3.0,17.8625,11,21
1709114.0,2017-09-11,4,87.0859633017978,,3.0,17.8625,11,21
1709115.0,2017-09-11,5,280.517630391338,,3.0,17.8625,11,21
1709121.0,2017-09-12,1,80.7563950180735,,5.0,16.1,12,21
1709122.0,2017-09-12,2,347.406580605801,,5.0,16.1,12,21
1709123.0,2017-09-12,3,117.496320653782,,5.0,16.1,12,21
1709124.0,2017-09-12,4,103.90785263473,,5.0,16.1,12,21
1709125.0,2017-09-12,5,264.766259125866,,5.0,16.1,12,21
1709131.0,2017-09-13,1,103.419606846606,,7.0,13.3375,20,63
1709132.0,2017-09-13,2,337.409370036303,,7.0,13.3375,20,63
1709133.0,2017-09-13,3,114.818715199552,,7.0,13.3375,20,63
1709134.0,2017-09-13,4,99.1512886820295,,7.0,13.3375,20,63
1709135.0,2017-09-13,5,257.656908373648,,7.0,13.3375,20,63
1709141.0,2017-09-14,1,124.528915578366,,7.0,13.2375,13,61
1709142.0,2017-09-14,2,340.662703674034,,7.0,13.2375,13,61
1709143.0,2017-09-14,3,120.781746843667,,7.0,13.2375,13,61
1709144.0,2017-09-14,4,96.0196430549054,,7.0,13.2375,13,61
1709145.0,2017-09-14,5,282.042321987466,,7.0,13.2375,13,61
1709151.0,2017-09-15,1,177.095117317774,,6.0,14.425,11,21
1709152.0,2017-09-15,2,432.422620446303,,6.0,14.425,11,21
1709153.0,2017-09-15,3,129.764290585566,,6.0,14.425,11,21
1709154.0,2017-09-15,4,83.1030772087039,,6.0,14.425,11,21
1709155.0,2017-09-15,5,281.018887596673,,6.0,14.425,11,21
1709161.0,2017-09-16,1,237.243301445744,,8.0,11.9125,6,61
1709162.0,2017-09-16,2,447.940908680045,,8.0,11.9125,6,61
1709163.0,2017-09-16,3,193.022942501051,,8.0,11.9125,6,61
1709164.0,2017-09-16,4,114.27823433352,,8.0,11.9125,6,61
1709165.0,2017-09-16,5,385.784960697173,,8.0,11.9125,6,61
1709171.0,2017-09-17,1,82.0164448112146,,7.0,15.25,7,61
1709172.0,2017-09-17,2,459.052266852698,,7.0,15.25,7,61
1709173.0,2017-09-17,3,195.774732859287,,7.0,15.25,7,61
1709174.0,2017-09-17,4,164.495712817907,,7.0,15.25,7,61
1709175.0,2017-09-17,5,371.904519977965,,7.0,15.25,7,61
1709181.0,2017-09-18,1,135.443041598007,,2.0,15.075,4,0
1709182.0,2017-09-18,2,327.604747777746,,2.0,15.075,4,0
1709183.0,2017-09-18,3,131.530895423782,,2.0,15.075,4,0
1709184.0,2017-09-18,4,112.819459460053,,2.0,15.075,4,0
1709185.0,2017-09-18,5,241.442718410661,,2.0,15.075,4,0
1709191.0,2017-09-19,1,127.007001847412,,5.0,14.3875,8,65
1709192.0,2017-09-19,2,350.796085891856,,5.0,14.3875,8,65
1709193.0,2017-09-19,3,144.234841083315,,5.0,14.3875,8,65
1709194.0,2017-09-19,4,96.1737438086227,,5.0,14.3875,8,65
1709195.0,2017-09-19,5,286.987625514626,,5.0,14.3875,8,65
1709201.0,2017-09-20,1,99.1792684718788,,7.0,14.225,10,61
1709202.0,2017-09-20,2,327.316885604123,,7.0,14.225,10,61
1709203.0,2017-09-20,3,115.927685099343,,7.0,14.225,10,61
1709204.0,2017-09-20,4,90.6379930185149,,7.0,14.225,10,61
1709205.0,2017-09-20,5,279.232234751958,,7.0,14.225,10,61
1709211.0,2017-09-21,1,134.427589001166,,4.0,16.9625,7,10
1709212.0,2017-09-21,2,346.445711767799,,4.0,16.9625,7,10
1709213.0,2017-09-21,3,108.826272548998,,4.0,16.9625,7,10
1709214.0,2017-09-21,4,87.4565566491421,,4.0,16.9625,7,10
1709215.0,2017-09-21,5,233.781957431054,,4.0,16.9625,7,10
1709221.0,2017-09-22,1,175.906900532966,,1.0,15.5875,8,0
1709222.0,2017-09-22,2,333.5839216348,,1.0,15.5875,8,0
1709223.0,2017-09-22,3,144.065633119975,,1.0,15.5875,8,0
1709224.0,2017-09-22,4,124.437971009734,,1.0,15.5875,8,0
1709225.0,2017-09-22,5,298.224387910597,,1.0,15.5875,8,0
1709231.0,2017-09-23,1,179.921676845873,,0.0,15.85,9,0
1709232.0,2017-09-23,2,473.504862819239,,0.0,15.85,9,0
1709233.0,2017-09-23,3,195.24208410893,,0.0,15.85,9,0
1709234.0,2017-09-23,4,115.424979093864,,0.0,15.85,9,0
1709235.0,2017-09-23,5,309.402162505762,,0.0,15.85,9,0
1709241.0,2017-09-24,1,101.793277925589,,7.0,15.8125,9,53
1709242.0,2017-09-24,2,458.465028172516,,7.0,15.8125,9,53
1709243.0,2017-09-24,3,168.835249992403,,7.0,15.8125,9,53
1709244.0,2017-09-24,4,127.401678704986,,7.0,15.8125,9,53
1709245.0,2017-09-24,5,286.951029790191,,7.0,15.8125,9,53
1709251.0,2017-09-25,1,129.709113092244,,6.0,16.225,15,21
1709252.0,2017-09-25,2,333.725438872592,,6.0,16.225,15,21
1709253.0,2017-09-25,3,158.524062603881,,6.0,16.225,15,21
1709254.0,2017-09-25,4,74.3141459605716,,6.0,16.225,15,21
1709255.0,2017-09-25,5,209.770076292486,,6.0,16.225,15,21
1709261.0,2017-09-26,1,151.541843015799,,7.0,15.725,12,10
1709262.0,2017-09-26,2,340.433148310897,,7.0,15.725,12,10
1709263.0,2017-09-26,3,114.213523180779,,7.0,15.725,12,10
1709264.0,2017-09-26,4,94.6818951864422,,7.0,15.725,12,10
1709265.0,2017-09-26,5,251.23625399,,7.0,15.725,12,10
1709271.0,2017-09-27,1,116.379484184452,,7.0,16.575,10,61
1709272.0,2017-09-27,2,321.728513800716,,7.0,16.575,10,61
1709273.0,2017-09-27,3,118.849058358723,,7.0,16.575,10,61
1709274.0,2017-09-27,4,133.989626407905,,7.0,16.575,10,61
1709275.0,2017-09-27,5,269.32389585869,,7.0,16.575,10,61
1709281.0,2017-09-28,1,146.167521804,,7.0,15.1125,7,21
1709282.0,2017-09-28,2,298.418454994531,,7.0,15.1125,7,21
1709283.0,2017-09-28,3,119.879433080393,,7.0,15.1125,7,21
1709284.0,2017-09-28,4,82.4398329280654,,7.0,15.1125,7,21
1709285.0,2017-09-28,5,216.18337274071,,7.0,15.1125,7,21
1709291.0,2017-09-29,1,112.98521998769,,2.0,19.1,6,10
1709292.0,2017-09-29,2,294.899530794863,,2.0,19.1,6,10
1709293.0,2017-09-29,3,113.025254908963,,2.0,19.1,6,10
1709294.0,2017-09-29,4,71.2151385609368,,2.0,19.1,6,10
1709295.0,2017-09-29,5,183.336062025461,,2.0,19.1,6,10
1709301.0,2017-09-30,1,161.771261258553,,7.0,15.1125,6,61
1709302.0,2017-09-30,2,462.219387511129,,7.0,15.1125,6,61
1709303.0,2017-09-30,3,199.168307941388,,7.0,15.1125,6,61
1709304.0,2017-09-30,4,112.086476181802,,7.0,15.1125,6,61
1709305.0,2017-09-30,5,252.771674208015,,7.0,15.1125,6,61
1710011.0,2017-10-01,1,60.9824772636814,,2.0,16.2875,6,
1710012.0,2017-10-01,2,482.460028588969,,2.0,16.2875,6,
1710013.0,2017-10-01,3,192.233926785817,,2.0,16.2875,6,
1710014.0,2017-10-01,4,119.721159552674,,2.0,16.2875,6,
1710015.0,2017-10-01,5,290.957200506203,,2.0,16.2875,6,
1710021.0,2017-10-02,1,179.554452580413,,6.0,15.15,13,61
1710022.0,2017-10-02,2,416.188671695034,,6.0,15.15,13,61
1710023.0,2017-10-02,3,143.835940803814,,6.0,15.15,13,61
1710024.0,2017-10-02,4,126.071295121593,,6.0,15.15,13,61
1710025.0,2017-10-02,5,320.747988356239,,6.0,15.15,13,61
1710031.0,2017-10-03,1,66.3554760876056,,5.0,14.2625,14,61
1710032.0,2017-10-03,2,430.516526724611,,5.0,14.2625,14,61
1710033.0,2017-10-03,3,217.380094748713,,5.0,14.2625,14,61
1710034.0,2017-10-03,4,101.792055481683,,5.0,14.2625,14,61
1710035.0,2017-10-03,5,284.291202178128,,5.0,14.2625,14,61
1710041.0,2017-10-04,1,125.991807553769,,,,,
1710042.0,2017-10-04,2,346.167979112914,,,,,
1710043.0,2017-10-04,3,134.834527047858,,,,,
1710044.0,2017-10-04,4,115.678569385776,,,,,
1710045.0,2017-10-04,5,222.932328659137,,,,,
1710051.0,2017-10-05,1,146.081884421956,,,,,
1710052.0,2017-10-05,2,363.881685966128,,,,,
1710053.0,2017-10-05,3,116.285411682653,,,,,
1710054.0,2017-10-05,4,70.4858285269834,,,,,
1710055.0,2017-10-05,5,157.712941182534,,,,,
1710061.0,2017-10-06,1,143.098736564958,,1.0,13.8875,13,3
1710062.0,2017-10-06,2,352.324966147355,,1.0,13.8875,13,3
1710063.0,2017-10-06,3,182.509589084762,,1.0,13.8875,13,3
1710064.0,2017-10-06,4,103.16144725653,,1.0,13.8875,13,3
1710065.0,2017-10-06,5,240.141151489344,,1.0,13.8875,13,3
1710071.0,2017-10-07,1,167.83160335014,,7.0,10.65,10,61
1710072.0,2017-10-07,2,430.659601825742,,7.0,10.65,10,61
1710073.0,2017-10-07,3,158.797795995899,,7.0,10.65,10,61
1710074.0,2017-10-07,4,103.650210918019,,7.0,10.65,10,61
1710075.0,2017-10-07,5,203.274980317166,,7.0,10.65,10,61
1710081.0,2017-10-08,1,86.952830438685,,0.0,12.025,12,5
1710082.0,2017-10-08,2,418.348640476775,,0.0,12.025,12,5
1710083.0,2017-10-08,3,197.551472109883,,0.0,12.025,12,5
1710084.0,2017-10-08,4,118.938664337959,,0.0,12.025,12,5
1710085.0,2017-10-08,5,291.121674749828,,0.0,12.025,12,5
1710091.0,2017-10-09,1,191.429657344589,,5.0,12.475,8,20
1710092.0,2017-10-09,2,346.977530455896,,5.0,12.475,8,20
1710093.0,2017-10-09,3,154.444133074439,,5.0,12.475,8,20
1710094.0,2017-10-09,4,76.1177358620485,,5.0,12.475,8,20
1710095.0,2017-10-09,5,249.608625916003,,5.0,12.475,8,20
1710101.0,2017-10-10,1,121.017707851263,,7.0,14.05,9,63
1710102.0,2017-10-10,2,351.217908832379,,7.0,14.05,9,63
1710103.0,2017-10-10,3,136.717885778752,,7.0,14.05,9,63
1710104.0,2017-10-10,4,110.661209951436,,7.0,14.05,9,63
1710105.0,2017-10-10,5,226.822208607871,,7.0,14.05,9,63
1710111.0,2017-10-11,1,114.734152340098,,7.0,14.6375,12,63
1710112.0,2017-10-11,2,336.813478750163,,7.0,14.6375,12,63
1710113.0,2017-10-11,3,143.576179857152,,7.0,14.6375,12,63
1710114.0,2017-10-11,4,90.6871368907518,,7.0,14.6375,12,63
1710115.0,2017-10-11,5,184.755380176755,,7.0,14.6375,12,63
1710121.0,2017-10-12,1,107.921714219622,,6.0,13.1875,24,21
1710122.0,2017-10-12,2,382.367462848501,,6.0,13.1875,24,21
1710123.0,2017-10-12,3,129.59251192239,,6.0,13.1875,24,21
1710124.0,2017-10-12,4,109.42439769063,,6.0,13.1875,24,21
1710125.0,2017-10-12,5,251.400414606129,,6.0,13.1875,24,21
1710131.0,2017-10-13,1,118.292462064717,,6.0,14.1625,8,10
1710132.0,2017-10-13,2,309.8633490044,,6.0,14.1625,8,10
1710133.0,2017-10-13,3,132.704804056338,,6.0,14.1625,8,10
1710134.0,2017-10-13,4,96.1391372363473,,6.0,14.1625,8,10
1710135.0,2017-10-13,5,228.234419368223,,6.0,14.1625,8,10
1710141.0,2017-10-14,1,108.712927737647,,8.0,15.7625,12,61
1710142.0,2017-10-14,2,434.467341639047,,8.0,15.7625,12,61
1710143.0,2017-10-14,3,182.698409922186,,8.0,15.7625,12,61
1710144.0,2017-10-14,4,105.880424204381,,8.0,15.7625,12,61
1710145.0,2017-10-14,5,281.010411691744,,8.0,15.7625,12,61
1710151.0,2017-10-15,1,67.7430137509284,,2.0,17.8125,5,28
1710152.0,2017-10-15,2,344.48636003095,,2.0,17.8125,5,28
1710153.0,2017-10-15,3,200.173958033241,,2.0,17.8125,5,28
1710154.0,2017-10-15,4,110.59613031501,,2.0,17.8125,5,28
1710155.0,2017-10-15,5,291.366018115848,,2.0,17.8125,5,28
1710161.0,2017-10-16,1,108.129612539979,,5.0,17.9375,7,10
1710162.0,2017-10-16,2,313.414024678493,,5.0,17.9375,7,10
1710163.0,2017-10-16,3,145.289158357804,,5.0,17.9375,7,10
1710164.0,2017-10-16,4,65.28304080857,,5.0,17.9375,7,10
1710165.0,2017-10-16,5,234.501209431174,,5.0,17.9375,7,10
1710171.0,2017-10-17,1,77.2429740379052,,7.0,14.725,13,
1710172.0,2017-10-17,2,314.894199026618,,7.0,14.725,13,
1710173.0,2017-10-17,3,130.299861591434,,7.0,14.725,13,
1710174.0,2017-10-17,4,99.9413715060664,,7.0,14.725,13,
1710175.0,2017-10-17,5,243.654436807116,,7.0,14.725,13,
1710181.0,2017-10-18,1,107.716445777842,,4.0,14.8125,6,0
1710182.0,2017-10-18,2,291.300108482409,,4.0,14.8125,6,0
1710183.0,2017-10-18,3,74.7107878746184,,4.0,14.8125,6,0
1710184.0,2017-10-18,4,73.6351679261642,,4.0,14.8125,6,0
1710185.0,2017-10-18,5,252.221751760971,,4.0,14.8125,6,0
1710191.0,2017-10-19,1,102.017092600254,,6.0,14.85,9,10
1710192.0,2017-10-19,2,306.426761381544,,6.0,14.85,9,10
1710193.0,2017-10-19,3,111.931942698069,,6.0,14.85,9,10
1710194.0,2017-10-19,4,88.9842612034695,,6.0,14.85,9,10
1710195.0,2017-10-19,5,248.139879342767,,6.0,14.85,9,10
1710201.0,2017-10-20,1,117.637336559248,,7.0,14.175,6,61
1710202.0,2017-10-20,2,326.510780245307,,7.0,14.175,6,61
1710203.0,2017-10-20,3,109.021173861092,,7.0,14.175,6,61
1710204.0,2017-10-20,4,88.789735684959,,7.0,14.175,6,61
1710205.0,2017-10-20,5,245.085584097377,,7.0,14.175,6,61
1710211.0,2017-10-21,1,113.579118312875,,7.0,13.0375,6,61
1710212.0,2017-10-21,2,452.875625104392,,7.0,13.0375,6,61
1710213.0,2017-10-21,3,179.980745710425,,7.0,13.0375,6,61
1710214.0,2017-10-21,4,71.9549799025099,,7.0,13.0375,6,61
1710215.0,2017-10-21,5,283.147732419059,,7.0,13.0375,6,61
1710221.0,2017-10-22,1,102.271847780682,,7.0,11.025,7,61
1710222.0,2017-10-22,2,404.973329492274,,7.0,11.025,7,61
1710223.0,2017-10-22,3,159.184270234296,,7.0,11.025,7,61
1710224.0,2017-10-22,4,141.570674941224,,7.0,11.025,7,61
1710225.0,2017-10-22,5,310.598534350843,,7.0,11.025,7,61
,2017-10-23,,,,7.0,11.95,8,61
1710241.0,2017-10-24,1,101.985508618079,,7.0,11.925,8,61
1710242.0,2017-10-24,2,310.956784627679,,7.0,11.925,8,61
1710243.0,2017-10-24,3,168.714295010565,,7.0,11.925,8,61
1710244.0,2017-10-24,4,75.4340794492615,,7.0,11.925,8,61
1710245.0,2017-10-24,5,235.057967677447,,7.0,11.925,8,61
1710251.0,2017-10-25,1,112.868099610742,,7.0,14.225,16,61
1710252.0,2017-10-25,2,285.058191402963,,7.0,14.225,16,61
1710253.0,2017-10-25,3,99.2054913352785,,7.0,14.225,16,61
1710254.0,2017-10-25,4,75.9440236567326,,7.0,14.225,16,61
1710255.0,2017-10-25,5,237.570580195407,,7.0,14.225,16,61
1710261.0,2017-10-26,1,121.902300059386,,5.0,13.475,12,
1710262.0,2017-10-26,2,342.851565447742,,5.0,13.475,12,
1710263.0,2017-10-26,3,127.4897858151,,5.0,13.475,12,
1710264.0,2017-10-26,4,69.2166148870859,,5.0,13.475,12,
1710265.0,2017-10-26,5,211.310572068957,,5.0,13.475,12,
1710271.0,2017-10-27,1,176.844444234551,,4.0,11.95,13,
1710272.0,2017-10-27,2,362.44637478017,,4.0,11.95,13,
1710273.0,2017-10-27,3,158.940547107601,,4.0,11.95,13,
1710274.0,2017-10-27,4,84.9729009630813,,4.0,11.95,13,
1710275.0,2017-10-27,5,270.124179027441,,4.0,11.95,13,
1710281.0,2017-10-28,1,111.918783184116,,7.0,11.2125,17,61
1710282.0,2017-10-28,2,456.630686137661,,7.0,11.2125,17,61
1710283.0,2017-10-28,3,168.991639733113,,7.0,11.2125,17,61
1710284.0,2017-10-28,4,84.7181597046104,,7.0,11.2125,17,61
1710285.0,2017-10-28,5,294.86190808903,,7.0,11.2125,17,61
1710291.0,2017-10-29,1,66.1429955598758,,2.0,9.9,20,21
1710292.0,2017-10-29,2,448.514219873353,,2.0,9.9,20,21
1710293.0,2017-10-29,3,181.682933849936,,2.0,9.9,20,21
1710294.0,2017-10-29,4,188.060080793949,,2.0,9.9,20,21
1710295.0,2017-10-29,5,288.883204317746,,2.0,9.9,20,21
1710301.0,2017-10-30,1,203.761620898018,,,8.1,11,
1710302.0,2017-10-30,2,485.119995266557,,,8.1,11,
1710303.0,2017-10-30,3,167.722925454718,,,8.1,11,
1710304.0,2017-10-30,4,112.065132966806,,,8.1,11,
1710305.0,2017-10-30,5,349.552126584613,,,8.1,11,
1710306.0,2017-10-30,6,64.6372397047353,,,8.1,11,
,2017-10-31,,,,,8.925,7,
1711011.0,2017-11-01,1,159.909558679611,,,12.975,12,
1711012.0,2017-11-01,2,333.775763857183,,,12.975,12,
1711013.0,2017-11-01,3,150.785546328459,,,12.975,12,
1711014.0,2017-11-01,4,98.0318713367873,,,12.975,12,
1711015.0,2017-11-01,5,225.046455806744,,,12.975,12,
1711016.0,2017-11-01,6,23.8681794994192,,,12.975,12,
1711021.0,2017-11-02,1,121.440397431826,,,11.6875,13,
1711022.0,2017-11-02,2,289.928187173423,,,11.6875,13,
1711023.0,2017-11-02,3,116.996797595654,,,11.6875,13,
1711024.0,2017-11-02,4,88.1013345443344,,,11.6875,13,
1711025.0,2017-11-02,5,211.038003898981,,,11.6875,13,
1711026.0,2017-11-02,6,44.0295290260757,,,11.6875,13,
1711031.0,2017-11-03,1,117.326070326731,,,9.4375,7,
1711032.0,2017-11-03,2,317.661008764793,,,9.4375,7,
1711033.0,2017-11-03,3,139.056024233269,,,9.4375,7,
1711034.0,2017-11-03,4,106.096523245485,,,9.4375,7,
1711035.0,2017-11-03,5,222.547233588861,,,9.4375,7,
1711036.0,2017-11-03,6,37.8268031111705,,,9.4375,7,
1711041.0,2017-11-04,1,133.795153821829,,,10.2625,5,
1711042.0,2017-11-04,2,400.040015894834,,,10.2625,5,
1711043.0,2017-11-04,3,133.306013237031,,,10.2625,5,
1711044.0,2017-11-04,4,109.222501265096,,,10.2625,5,
1711045.0,2017-11-04,5,238.74868723471,,,10.2625,5,
1711046.0,2017-11-04,6,36.8568923709382,,,10.2625,5,
1711051.0,2017-11-05,1,79.0166720053485,,,9.8,8,
1711052.0,2017-11-05,2,452.165131137755,,,9.8,8,
1711053.0,2017-11-05,3,186.212899596096,,,9.8,8,
1711054.0,2017-11-05,4,124.299324033764,,,9.8,8,
1711055.0,2017-11-05,5,238.177696155918,,,9.8,8,
1711056.0,2017-11-05,6,28.3820956676204,,,9.8,8,
1711061.0,2017-11-06,1,111.224695011903,,,8.2125,7,
1711062.0,2017-11-06,2,227.298126378115,,,8.2125,7,
1711063.0,2017-11-06,3,82.2028274771961,,,8.2125,7,
1711064.0,2017-11-06,4,111.788238328584,,,8.2125,7,
1711065.0,2017-11-06,5,183.512613245384,,,8.2125,7,
1711066.0,2017-11-06,6,56.8173975212702,,,8.2125,7,
1711071.0,2017-11-07,1,83.177904930265,,,6.7875,5,
1711072.0,2017-11-07,2,247.370645548107,,,6.7875,5,
1711073.0,2017-11-07,3,81.7604387640664,,,6.7875,5,
1711074.0,2017-11-07,4,86.9727880092749,,,6.7875,5,
1711075.0,2017-11-07,5,209.558055324474,,,6.7875,5,
1711076.0,2017-11-07,6,39.7253764673138,,,6.7875,5,
1711081.0,2017-11-08,1,79.2557790596025,,,8.625,9,
1711082.0,2017-11-08,2,231.568334395068,,,8.625,9,
1711083.0,2017-11-08,3,80.2883384254973,,,8.625,9,
1711084.0,2017-11-08,4,57.4307648731101,,,8.625,9,
1711085.0,2017-11-08,5,158.471260467753,,,8.625,9,
1711086.0,2017-11-08,6,32.9732470744695,,,8.625,9,
1711091.0,2017-11-09,1,120.473812071173,,6.0,8.55,9,10
1711092.0,2017-11-09,2,214.192421886817,,6.0,8.55,9,10
